Item Name,Country,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
"coffee, tea, and spices",Vietnam,682.9,765.2,602.8,511.6,497.7,618.1,803.4,864.4,684.4,809.8,674.7,731.3,635.9,439.7,326.7,350.9,341.5,243.1,190.7,144.5,98.3,73.2,89.8,132.8,118.1
"coffee, tea, and spices",Canada,673.4,716.4,533.9,483.9,511.0,519.4,647.9,582.7,541.0,498.8,503.1,524.6,520.0,384.0,279.1,224.0,200.8,201.4,196.8,181.0,167.0,171.6,169.4,176.4,172.3
"coffee, tea, and spices",Guatemala,471.9,555.7,436.5,329.2,331.9,340.1,341.7,268.7,333.8,368.4,420.9,577.2,593.5,307.4,345.9,376.8,313.4,280.5,287.1,216.4,216.1,172.8,180.5,306.9,304.5
"coffee, tea, and spices",Rest of world,"4,499.9","4,960.2","4,104.1","3,722.7","3,901.0","3,959.4","4,074.1","3,668.8","3,548.5","3,302.5","3,128.5","3,664.0","3,675.2","2,554.0","2,119.0","2,508.2","2,114.9","1,864.2","1,610.8","1,546.9","1,448.4","1,197.2","1,169.8","1,526.4","1,451.6"
"coffee, tea, and spices",World,"11,283.3","12,980.3","9,819.2","8,346.2","8,427.3","8,454.7","9,066.7","8,311.3","8,536.2","8,298.8","7,633.2","8,725.7","9,715.8","6,265.0","5,160.3","5,580.8","4,791.2","4,194.9","3,770.8","3,144.3","2,871.9","2,455.0","2,400.7","3,441.8","3,603.7"
"Coffee beans, unroasted",Brazil,"1,348.0","2,051.6","1,222.5","1,045.8","1,034.5",962.1,"1,073.1","1,080.8","1,335.0","1,333.4","1,071.1","1,334.1","1,918.4","1,083.4",739.1,724.3,613.8,530.1,466.4,318.9,268.6,201.9,161.4,254.7,466.7
"Coffee beans, unroasted",Colombia,"1,311.5","1,849.8","1,309.8","1,065.7","1,140.4","1,142.5","1,253.2","1,093.6","1,196.9","1,129.7",900.2,847.5,"1,262.2",772.7,686.4,804.9,677.5,594.9,598.0,386.5,360.6,315.5,301.3,436.0,497.3
"Coffee beans, unroasted",Honduras,462.1,396.5,381.5,237.3,245.8,210.7,294.9,246.5,212.9,198.4,158.6,281.7,230.7,77.0,74.4,131.6,100.0,58.1,60.3,42.6,24.3,27.1,35.7,97.4,49.3
"Coffee beans, unroasted",Guatemala,456.7,536.5,410.8,302.4,316.4,326.2,329.7,258.2,323.7,359.8,410.5,565.4,576.8,294.0,339.3,369.5,309.2,277.6,284.1,212.6,212.2,167.5,174.4,301.8,301.5
"Coffee beans, unroasted",Nicaragua,358.5,369.2,261.7,241.8,263.7,246.7,288.6,256.0,232.5,228.1,163.2,222.6,221.8,163.1,111.5,139.8,82.5,88.4,50.8,51.8,39.1,30.1,35.2,58.9,24.8
"Coffee beans, unroasted",Vietnam,344.1,322.6,263.0,275.3,277.3,392.4,516.2,494.7,357.0,493.7,467.9,600.9,487.5,360.1,257.0,291.5,305.2,200.1,148.2,111.4,74.1,51.7,75.3,111.9,100.3
"Coffee beans, unroasted",Rest of world,"1,645.1","2,087.4","1,344.2","1,256.8","1,340.5","1,460.4","1,477.2","1,394.4","1,460.6","1,485.5","1,498.4","1,955.5","2,209.0","1,304.7","1,167.5","1,342.8","1,148.6","1,080.2",894.2,743.9,633.2,575.6,573.7,"1,088.8","1,094.1"
"Coffee beans, unroasted",World,"5,926.0","7,613.6","5,193.5","4,425.1","4,618.6","4,741.0","5,232.9","4,824.2","5,118.6","5,228.6","4,669.9","5,807.7","6,906.4","4,055.0","3,375.2","3,804.4","3,236.8","2,829.4","2,502.0","1,867.7","1,612.1","1,369.4","1,357.0","2,349.5","2,534.0"
"Coffee, roasted and instant",Switzerland,"1,120.3",851.9,790.0,454.0,360.2,235.9,182.7,110.4,112.3,53.9,39.8,36.5,61.7,41.4,27.4,23.9,20.7,4.0,3.2,2.4,1.6,1.2,0.9,0.7,0.8
"Coffee, roasted and instant",Canada,564.0,613.9,441.3,375.2,394.4,407.1,529.7,469.6,420.0,380.2,386.1,406.2,401.2,263.1,169.1,122.3,103.9,99.7,100.5,81.1,70.9,70.6,79.9,85.0,83.4
"Coffee, roasted and instant",Italy,136.1,136.5,125.4,91.1,120.3,109.4,107.4,99.7,97.5,81.3,70.9,68.0,59.5,47.0,39.8,44.1,42.0,36.7,31.7,25.9,22.3,18.2,14.6,16.8,15.4
"Coffee, roasted and instant",Colombia,67.7,81.3,55.0,54.2,48.1,43.4,50.2,32.8,35.1,35.2,30.0,54.9,54.2,36.0,29.9,11.5,3.7,3.9,6.9,5.3,4.6,4.6,4.8,3.2,5.4
"Coffee, roasted and instant",Mexico,50.8,32.3,44.4,37.7,38.5,37.9,40.3,37.1,43.4,30.4,30.8,27.9,50.5,32.9,13.6,3.8,3.9,4.9,16.7,10.1,3.9,3.1,4.3,6.2,6.7
"Coffee, roasted and instant",Rest of world,133.6,138.7,102.6,101.5,117.3,94.2,90.4,83.5,74.6,78.3,96.0,130.7,116.9,84.3,91.6,110.6,102.0,102.1,94.7,71.7,61.2,57.2,54.0,67.2,68.4
"Coffee, roasted and instant",World,"2,072.5","1,854.6","1,558.7","1,113.7","1,078.8",927.9,"1,000.7",833.1,782.9,659.3,653.6,724.2,744.0,504.7,371.4,316.2,276.2,251.3,253.7,196.5,164.5,154.9,158.5,179.1,180.1
Coffee extracts and preparations,Mexico,190.8,138.7,100.4,103.5,102.9,89.9,94.5,89.2,102.4,115.1,134.0,116.1,99.5,99.0,93.1,93.1,83.9,58.8,49.5,35.9,32.3,35.6,32.8,31.3,27.4
Coffee extracts and preparations,Colombia,172.2,190.2,109.3,91.2,70.7,63.2,61.8,63.7,73.3,71.0,87.0,91.9,117.6,100.6,66.1,30.8,19.8,24.8,23.3,13.8,8.9,8.3,12.1,12.0,16.2
Coffee extracts and preparations,Brazil,149.7,150.5,95.8,108.6,92.9,100.9,100.3,82.3,92.9,97.2,112.4,97.3,91.6,72.2,71.3,79.9,65.3,52.1,50.4,31.5,32.7,23.5,30.7,35.1,43.5
Coffee extracts and preparations,India,54.6,55.5,43.2,26.1,33.5,43.6,36.9,28.5,23.3,26.8,30.8,25.0,8.8,10.3,3.9,3.3,2.4,1.7,0.2,0.5,0.2,0.1,0.1,0.1,0.1
Coffee extracts and preparations,Rest of world,211.1,232.4,143.3,159.1,108.4,91.5,94.9,87.9,114.2,138.7,125.7,160.9,133.6,104.8,92.0,88.0,86.2,97.9,99.5,120.7,110.5,104.4,88.3,95.7,94.8
Coffee extracts and preparations,World,778.4,767.3,492.0,488.5,408.4,389.1,388.4,351.6,406.1,448.8,489.9,491.2,451.1,386.9,326.4,295.1,257.6,235.3,222.9,202.4,184.6,171.9,164.0,174.2,182.0
Tea and mate,Japan,108.4,84.7,95.0,81.6,62.4,63.0,52.7,45.5,37.8,31.7,34.0,30.0,32.3,24.7,21.9,19.0,19.1,18.5,10.4,5.7,5.4,4.5,3.5,4.0,3.7
Tea and mate,China ,99.3,115.9,111.6,107.5,125.2,132.9,125.3,136.8,124.4,118.1,128.1,126.0,102.6,82.3,66.8,80.5,70.8,60.7,47.7,38.4,35.3,27.4,21.4,20.4,24.5
Tea and mate,Canada,92.3,88.5,81.0,96.2,96.7,85.9,96.7,87.6,86.1,87.6,101.3,105.6,106.0,103.8,91.4,73.9,68.3,65.2,61.7,62.9,53.3,53.4,52.5,46.0,37.0
Tea and mate,India,71.9,83.0,85.0,70.4,67.6,60.7,69.1,66.3,65.1,66.7,69.0,59.0,65.2,58.7,50.3,48.9,39.5,42.6,36.8,28.5,29.0,23.5,23.1,21.4,20.3
Tea and mate,Rest of world,371.3,382.7,346.7,303.6,309.5,294.9,300.7,312.8,304.7,312.6,294.0,268.7,263.3,250.0,209.8,217.2,203.1,192.5,174.1,157.7,143.2,137.2,135.7,126.7,127.1
Tea and mate,World,743.2,754.8,719.3,659.3,661.4,637.4,644.5,649.0,618.1,616.7,626.4,589.3,569.4,519.5,440.2,439.5,400.8,379.5,330.7,293.2,266.2,246.0,236.2,218.5,212.6
Spices,India,304.7,285.8,311.7,240.0,224.5,220.2,238.6,248.3,260.1,185.2,181.2,209.4,174.7,119.8,96.5,132.6,122.4,66.6,51.2,54.1,46.3,51.8,59.4,91.7,144.6
Spices,Vietnam,298.8,390.8,298.3,202.8,193.5,201.2,261.6,342.3,299.1,284.3,177.6,100.8,130.1,64.3,55.9,51.7,29.4,37.0,32.6,28.9,20.7,18.9,12.1,18.6,16.6
Spices,China ,165.8,153.3,152.6,152.2,167.8,163.0,156.7,143.9,155.9,163.8,131.0,116.5,121.4,107.6,80.1,83.3,62.9,49.0,53.7,54.7,38.4,31.1,28.1,26.0,20.8
Spices,Madagascar ,151.4,286.5,255.5,288.9,419.1,521.6,401.7,227.8,120.9,74.5,50.2,45.3,25.5,28.3,28.6,29.2,34.2,31.1,36.9,134.2,179.0,115.5,78.1,30.6,19.0
Spices,Mexico,139.4,105.4,102.0,93.7,85.4,79.3,65.4,64.0,62.8,60.2,58.7,51.9,48.6,44.5,40.0,32.1,31.6,32.4,31.4,26.2,30.1,35.9,28.5,29.8,30.6
Spices,Spain,133.7,119.4,94.5,76.3,62.2,58.4,60.2,52.0,47.7,41.7,41.0,51.2,41.9,41.4,41.6,31.2,23.1,19.0,17.8,17.7,18.5,17.0,15.8,17.5,15.7
Spices,Peru,124.6,96.5,88.7,82.7,56.0,53.0,48.0,51.5,63.7,59.4,49.7,60.2,63.1,46.2,45.6,61.9,42.0,40.1,34.9,16.8,7.9,7.4,2.6,1.4,0.1
Spices,Indonesia,116.5,174.8,180.9,175.8,176.7,171.3,243.6,217.9,245.0,163.5,216.3,242.2,182.5,146.2,100.2,130.5,91.5,58.8,50.8,72.8,119.2,80.9,106.1,132.3,100.3
Spices,Rest of world,328.3,377.5,371.5,347.2,274.9,291.4,324.4,305.8,355.3,312.7,287.6,235.8,257.1,200.7,158.8,173.1,182.7,165.4,152.3,179.2,184.5,154.3,154.3,172.6,147.3
Spices,World,"1,763.2","1,990.0","1,855.7","1,659.6","1,660.1","1,759.4","1,800.2","1,653.5","1,610.5","1,345.3","1,193.3","1,113.3","1,044.9",799.0,647.3,725.6,619.8,499.4,461.6,584.6,644.6,512.8,485.0,520.5,495.0
dairy products,Italy,473.4,449.8,423.6,294.0,375.4,327.1,304.2,308.0,304.9,308.3,310.3,301.6,311.8,277.4,267.4,326.8,302.0,242.0,221.0,223.7,210.6,165.3,162.5,145.3,146.0
dairy products,Ireland,436.7,399.6,345.0,252.9,260.1,224.1,145.7,109.9,90.7,75.1,57.2,54.6,42.6,41.1,39.2,46.5,43.9,40.6,44.5,41.3,28.6,28.7,23.1,34.9,42.6
dairy products,New Zealand,402.7,332.7,279.5,263.4,243.7,249.9,286.9,340.3,371.1,344.5,256.1,343.9,269.9,238.8,261.0,313.0,256.2,277.8,251.6,242.9,204.9,188.8,214.4,156.8,165.2
dairy products,France,274.3,250.2,216.9,184.4,202.3,216.6,183.6,187.8,188.0,213.5,199.8,169.8,186.1,144.9,143.5,157.5,152.2,136.2,126.2,134.5,109.9,91.8,72.9,71.9,74.9
dairy products,Canada,203.7,177.9,160.5,166.8,139.0,118.1,110.8,80.2,79.5,98.5,95.8,82.3,70.3,76.8,57.5,62.6,86.5,75.1,86.2,90.1,57.0,66.5,80.1,52.6,71.3
dairy products,Mexico,192.4,167.9,117.5,145.8,130.7,110.4,88.4,97.7,86.5,82.8,78.9,76.5,69.3,64.7,56.7,63.8,51.4,51.7,44.8,31.1,23.1,10.1,7.5,7.7,4.6
dairy products,Netherlands,155.2,137.0,124.0,116.3,103.5,95.5,97.1,98.9,98.2,107.1,82.9,77.6,80.2,63.4,58.9,74.8,67.0,66.0,61.6,57.6,56.0,49.2,47.9,55.8,44.7
dairy products,Spain,145.9,111.4,99.2,88.8,98.9,108.0,97.7,93.3,100.2,96.5,79.5,60.3,57.6,46.4,41.4,43.6,38.1,32.7,26.9,22.3,18.2,13.4,10.5,8.4,5.1
dairy products,Rest of world,760.2,679.8,620.0,553.2,574.6,561.0,513.0,557.6,574.4,518.0,488.6,437.6,414.3,393.7,427.8,507.0,503.5,483.6,525.6,448.8,402.0,395.0,376.9,388.9,375.9
dairy products,World,"3,044.5","2,706.3","2,386.2","2,065.6","2,128.2","2,010.7","1,827.4","1,873.7","1,893.5","1,844.3","1,649.1","1,604.2","1,502.1","1,347.2","1,353.4","1,595.6","1,500.8","1,405.7","1,388.4","1,292.3","1,110.3","1,008.8",995.8,922.3,930.3
"Cheese, fresh or processed",Italy,469.5,446.2,420.5,291.2,372.6,324.4,302.3,307.0,303.8,307.4,309.7,301.3,311.5,277.2,266.9,325.7,300.9,241.0,220.3,223.1,210.4,165.3,162.5,145.3,146.0
"Cheese, fresh or processed",France,202.9,193.5,176.3,156.4,173.8,190.9,164.6,169.2,166.1,198.2,193.5,165.9,182.7,142.0,140.7,154.2,149.0,134.1,123.6,131.2,107.9,89.6,71.2,68.5,73.1
"Cheese, fresh or processed",Spain,145.5,111.3,99.2,88.6,98.9,107.9,97.7,93.2,100.1,96.3,79.1,59.3,56.7,45.8,40.5,42.5,37.1,31.6,25.8,21.1,16.5,11.5,8.5,7.0,5.1
"Cheese, fresh or processed",Netherlands,130.1,116.0,109.0,94.3,90.3,87.0,85.1,84.4,88.6,97.8,76.0,71.9,75.5,59.3,55.9,71.8,64.4,64.2,59.6,55.6,51.8,42.3,43.5,40.5,35.7
"Cheese, fresh or processed",Switzerland,118.4,117.1,118.1,100.3,89.2,92.3,75.8,76.4,88.8,82.6,82.0,65.3,60.8,61.8,49.8,57.2,51.9,44.9,47.2,46.8,42.1,35.0,30.8,30.0,31.8
"Cheese, fresh or processed",Ireland,88.3,58.7,69.7,39.9,45.9,41.9,33.3,39.7,42.5,42.7,38.6,42.8,31.7,33.1,29.6,29.5,29.0,24.8,27.3,21.0,17.9,16.9,14.9,12.7,10.1
"Cheese, fresh or processed",United Kingdom,75.7,68.6,55.5,39.6,59.3,60.5,44.3,62.6,64.5,62.2,50.1,42.3,39.9,32.3,28.4,43.3,43.0,37.4,33.6,33.3,26.5,28.4,25.4,19.0,27.2
"Cheese, fresh or processed",Rest of world,528.4,454.6,433.0,383.6,378.0,374.1,376.0,430.3,436.4,387.5,316.0,344.2,314.2,315.5,392.6,444.0,432.0,451.4,469.3,449.7,409.1,399.0,389.1,362.3,376.2
"Cheese, fresh or processed",World,"1,758.8","1,566.0","1,481.3","1,193.9","1,308.0","1,279.0","1,179.1","1,262.8","1,290.8","1,274.7","1,145.0","1,093.0","1,073.0",967.0,"1,004.4","1,168.2","1,107.3","1,029.4","1,006.7",981.8,882.2,788.0,745.9,685.3,705.2
"Yogurt, buttermilk, or whey",New Zealand,291.5,263.4,240.4,228.8,204.8,204.7,222.7,243.3,286.8,285.2,240.9,266.5,224.4,213.7,183.2,236.3,168.0,172.3,143.5,111.9,100.5,75.7,76.5,68.1,47.5
"Yogurt, buttermilk, or whey",Canada,113.3,99.6,80.9,82.8,85.7,69.8,67.5,42.1,43.1,62.5,58.8,49.8,42.0,32.9,27.6,33.1,35.8,28.8,26.4,19.1,11.3,9.2,11.5,14.6,13.6
"Yogurt, buttermilk, or whey",France,46.0,34.5,22.5,15.0,14.1,10.6,6.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,1.7,0.0,0.5,0.5,2.6,0.9
"Yogurt, buttermilk, or whey",Denmark,28.1,18.2,14.9,10.4,10.5,7.0,4.5,1.3,2.0,2.0,2.4,1.4,2.1,2.5,3.3,2.5,3.2,2.4,6.3,4.5,3.0,3.0,1.0,2.4,0.3
"Yogurt, buttermilk, or whey",Germany,22.7,18.8,8.1,8.1,11.2,3.8,5.5,6.3,2.3,4.5,34.5,11.3,1.7,0.7,0.2,1.0,0.6,0.4,0.1,0.6,4.7,8.0,2.6,15.0,11.5
"Yogurt, buttermilk, or whey",Mexico,7.6,6.0,3.5,2.5,2.9,2.3,3.5,4.0,0.4,0.3,0.5,0.8,0.4,0.4,0.8,0.3,0.3,0.1,0.0,0.4,0.5,0.2,0.6,0.5,0.1
"Yogurt, buttermilk, or whey",Chile,5.4,5.0,3.3,3.6,2.5,1.8,0.9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yogurt, buttermilk, or whey",Rest of world,10.2,11.9,6.9,3.4,3.0,4.5,7.9,13.9,7.1,8.2,12.5,8.6,8.8,6.2,12.9,32.9,52.3,34.7,35.1,33.5,22.9,36.0,28.4,69.2,60.3
"Yogurt, buttermilk, or whey",World,524.8,457.4,380.5,354.6,334.7,304.5,319.2,320.3,341.7,362.7,349.6,338.4,279.4,256.4,228.0,306.1,260.3,238.7,212.0,171.7,142.9,132.6,121.1,172.4,134.2
Milk and cream,Mexico,101.1,110.9,82.6,88.4,53.6,44.4,35.6,29.2,39.5,55.8,56.8,56.7,51.5,49.2,40.6,46.2,37.4,39.8,36.2,25.3,20.7,8.4,5.6,6.4,3.5
Milk and cream,Chile,38.8,36.3,13.7,22.7,21.7,23.3,19.5,19.4,19.3,8.3,9.8,8.7,10.7,10.3,10.0,8.2,5.8,5.2,2.7,1.8,0.4,4.2,4.6,3.3,3.0
Milk and cream,Netherlands,22.7,19.7,13.4,21.0,11.6,7.7,9.9,10.8,9.3,7.8,6.8,5.7,4.7,4.0,2.8,2.6,2.4,1.4,1.9,1.6,1.2,1.5,1.3,1.3,0.9
Milk and cream,Canada,15.7,19.0,26.7,25.1,9.8,7.2,7.5,4.1,3.5,4.8,4.0,5.2,4.5,2.8,1.9,1.3,2.6,1.7,2.7,2.4,3.2,11.1,16.4,8.9,15.8
Milk and cream,New Zealand,10.6,5.0,2.8,6.4,3.9,5.0,5.8,6.8,7.6,7.1,3.0,9.8,8.5,2.9,8.0,2.1,6.1,6.6,11.0,10.9,10.1,8.9,11.2,7.3,13.3
Milk and cream,Peru,5.7,4.1,0.8,0.6,11.4,18.3,16.7,18.5,18.3,12.3,9.3,5.9,4.4,3.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Milk and cream,Rest of world,24.4,20.2,21.4,16.6,13.9,12.2,21.3,15.2,12.5,17.0,12.7,18.6,8.1,5.8,12.4,11.9,14.3,20.0,26.3,7.8,7.8,7.6,4.6,7.5,6.6
Milk and cream,World,219.0,215.2,161.4,180.8,125.9,118.1,116.3,104.0,110.0,113.1,102.4,110.6,92.4,78.0,77.0,72.3,68.6,74.7,80.8,49.8,43.4,41.7,43.7,34.7,43.2
Butter or spreads,Ireland,345.1,334.0,272.4,212.5,213.4,181.2,111.6,69.0,47.8,31.9,18.6,11.8,10.6,7.8,4.0,5.6,3.9,3.5,3.5,2.4,1.1,1.0,0.6,0.4,0.6
Butter or spreads,New Zealand,93.8,58.5,30.6,19.3,23.1,32.7,30.3,27.4,26.2,24.5,7.5,25.7,31.2,9.8,18.8,25.8,14.6,18.3,20.9,23.0,14.1,14.1,32.2,14.2,19.5
Butter or spreads,Mexico,44.8,14.5,7.9,36.1,57.2,47.0,33.4,47.3,29.4,7.1,6.5,3.8,0.0,0.0,0.0,0.0,1.1,1.2,1.8,2.0,0.0,0.0,0.2,0.0,0.0
Butter or spreads,France,25.2,21.9,18.1,13.0,14.1,15.0,12.1,10.1,20.7,14.0,5.5,3.5,2.5,2.9,2.7,3.2,3.1,2.1,2.0,1.6,1.9,1.7,1.2,0.8,0.9
Butter or spreads,India,11.7,12.8,7.4,13.0,6.6,7.3,3.2,1.3,1.3,1.6,0.8,0.9,1.4,1.5,0.8,0.9,0.8,0.2,0.6,0.6,0.3,0.3,0.2,0.2,0.1
Butter or spreads,Chile,3.1,5.0,1.9,6.3,7.7,0.4,4.8,3.8,2.6,0.1,0.0,0.2,0.0,0.0,0.0,0.0,1.5,0.5,1.0,0.2,0.0,0.0,0.0,0.0,0.0
Butter or spreads,Rest of world,18.2,20.9,24.7,36.1,37.4,25.4,17.4,27.7,23.0,14.6,13.1,16.3,11.6,23.8,17.9,13.5,39.7,37.1,59.2,59.3,24.4,29.4,50.7,14.3,26.6
Butter or spreads,World,541.9,467.6,363.0,336.3,359.5,309.0,212.8,186.6,151.0,93.8,52.0,62.2,57.3,45.8,44.2,49.0,64.7,62.9,89.0,89.1,41.8,46.5,85.1,29.9,47.7
fish and shellfish,Canada,"3,549.4","4,112.4","4,859.7","2,983.4","3,354.7","3,231.5","3,239.3","3,183.7","2,953.5","2,743.7","2,630.5","2,493.8","2,507.7","2,305.8","2,005.5","2,251.1","2,200.3","2,178.4","2,145.5","2,109.0","2,125.6","2,043.0","1,941.4","1,910.7","1,708.8"
fish and shellfish,Chile,"3,235.7","3,302.3","2,707.2","2,070.8","2,129.3","2,051.9","1,850.2","1,549.8","1,367.0","1,643.6","1,367.3","1,017.9",897.2,592.4,731.1,981.7,"1,022.4",953.1,755.5,668.8,664.7,507.7,483.6,499.2,371.2
fish and shellfish,India,"2,542.9","3,015.5","3,155.1","2,448.6","2,713.9","2,350.7","2,278.4","1,580.0","1,350.2","1,462.0","1,078.3",665.8,611.0,375.8,232.5,222.7,260.3,321.8,376.1,406.6,452.6,395.8,296.1,283.6,199.1
fish and shellfish,Indonesia,"2,002.5","2,607.2","2,430.8","2,091.2","1,851.9","1,936.5","1,845.1","1,644.8","1,673.7","1,882.9","1,401.1","1,267.1","1,174.9",990.1,911.9,"1,092.7",878.9,777.4,728.0,633.5,428.0,399.0,381.4,361.6,306.1
fish and shellfish,Ecuador,"1,677.7","1,858.9","1,633.5","1,009.7",807.4,812.7,799.1,795.4,893.9,"1,151.9",927.1,868.7,782.7,648.4,572.0,600.9,570.1,570.5,523.9,454.6,486.8,434.8,391.2,363.0,549.4
fish and shellfish,Vietnam,"1,521.5","2,194.9","1,851.8","1,387.5","1,275.1","1,565.2","1,387.5","1,407.9","1,331.5","1,628.5","1,338.1","1,115.0","1,072.2",866.1,676.8,760.5,689.9,650.9,627.8,565.2,730.2,616.7,476.5,300.4,139.5
fish and shellfish,China ,"1,512.1","1,884.3","1,665.0","1,627.6","1,896.8","2,894.8","2,678.3","2,485.5","2,575.3","2,853.8","2,665.8","2,635.3","2,626.4","2,369.0","2,018.6","2,151.2","1,998.5","1,921.4","1,440.5","1,236.7","1,144.2",864.7,655.7,579.4,430.7
fish and shellfish,Rest of world,"8,810.1","10,502.6","9,461.1","7,665.9","7,770.1","7,430.7","7,248.3","6,610.7","6,368.5","6,687.1","6,376.1","6,403.9","6,787.3","6,369.1","5,785.5","5,851.2","5,814.2","5,738.8","5,242.9","5,031.9","4,827.8","4,701.6","5,037.4","5,581.9","5,155.0"
fish and shellfish,World,"24,851.9","29,478.1","27,764.2","21,284.7","21,799.2","22,274.0","21,326.2","19,257.8","18,513.6","20,053.5","17,784.3","16,467.5","16,459.4","14,516.7","12,933.9","13,912.0","13,434.6","13,112.3","11,840.2","11,106.3","10,859.9","9,963.3","9,663.3","9,879.8","8,859.8"
"Whole fish--fresh, chilled, or frozen",Canada,814.8,938.3,875.1,680.5,759.3,794.8,798.0,831.4,692.6,587.3,628.2,654.9,634.4,634.7,547.8,585.5,586.3,593.0,487.8,415.0,425.3,467.5,434.9,417.3,417.6
"Whole fish--fresh, chilled, or frozen",Norway,316.7,333.7,225.4,193.4,253.2,269.8,210.4,155.2,127.5,94.9,86.7,65.4,61.4,53.7,38.2,41.5,56.5,42.8,26.6,20.0,24.5,26.4,22.1,28.8,32.0
"Whole fish--fresh, chilled, or frozen",Chile,205.2,219.3,161.0,112.0,105.3,103.1,68.1,59.1,43.1,71.0,38.2,29.7,42.8,42.7,36.9,38.1,45.1,46.1,45.2,49.0,57.2,44.3,55.2,72.0,67.9
"Whole fish--fresh, chilled, or frozen",Mexico,203.1,202.6,184.9,138.5,147.7,136.1,126.4,119.4,101.1,98.2,95.2,81.6,71.3,60.9,53.9,53.5,56.6,51.0,54.1,45.5,39.7,35.9,37.0,52.6,44.2
"Whole fish--fresh, chilled, or frozen",Faroe Islands,145.2,148.7,122.4,95.5,115.2,83.6,85.3,96.3,65.1,87.4,81.8,42.6,61.5,64.5,55.1,14.0,6.4,1.0,2.2,3.0,6.5,2.3,2.4,11.0,6.6
"Whole fish--fresh, chilled, or frozen",China ,134.4,97.4,126.5,108.1,104.5,160.8,146.1,151.5,137.5,127.5,110.8,111.9,117.9,99.8,99.7,124.3,107.8,130.4,84.6,68.1,55.5,40.0,22.9,26.2,22.2
"Whole fish--fresh, chilled, or frozen",Rest of world,"1,476.3","1,641.8","1,429.9",970.6,"1,227.7","1,139.8","1,039.8",944.5,883.3,849.6,848.3,766.5,746.1,713.3,673.6,725.6,731.2,707.1,674.9,613.6,619.7,572.0,605.6,640.4,652.4
"Whole fish--fresh, chilled, or frozen",World,"3,295.7","3,581.8","3,125.2","2,298.6","2,712.9","2,688.0","2,474.1","2,357.4","2,050.2","1,915.9","1,889.2","1,752.6","1,735.4","1,669.6","1,505.2","1,582.5","1,589.9","1,571.4","1,375.4","1,214.2","1,228.4","1,188.4","1,180.1","1,248.3","1,242.9"
Fish fillets and mince,Chile,"2,889.7","2,894.0","2,400.2","1,823.8","1,893.8","1,820.1","1,652.0","1,385.8","1,214.6","1,459.7","1,219.5",884.8,751.3,468.2,591.3,846.8,881.9,816.0,635.4,551.7,546.3,422.8,395.9,377.0,263.5
Fish fillets and mince,China ,979.3,"1,237.5",981.6,"1,082.6","1,134.7","1,362.3","1,277.1","1,245.8","1,404.5","1,583.2","1,449.4","1,472.5","1,466.4","1,319.7","1,165.8","1,210.5","1,116.4",941.2,716.0,517.0,392.2,330.7,241.8,255.2,192.4
Fish fillets and mince,Norway,952.7,880.1,694.9,531.1,524.7,519.4,492.5,383.9,295.8,279.9,188.2,149.2,225.6,398.9,237.9,50.0,68.0,66.6,38.5,46.5,61.6,62.6,62.1,81.2,101.9
Fish fillets and mince,Vietnam,521.3,973.3,556.1,418.3,569.9,711.0,509.5,494.1,422.7,389.3,401.9,427.0,348.7,179.8,146.5,110.4,89.9,80.6,61.3,78.2,56.5,69.2,41.7,32.6,15.6
Fish fillets and mince,Indonesia,374.1,435.8,293.9,277.0,314.8,256.6,226.2,205.9,236.6,224.7,218.4,256.8,178.9,203.7,170.5,162.4,136.6,105.6,99.7,72.6,72.3,62.1,56.9,49.5,29.1
Fish fillets and mince,Canada,282.4,311.1,315.5,252.7,262.8,287.9,272.4,271.8,224.6,213.0,225.0,212.4,247.3,267.3,221.0,241.1,215.1,221.6,276.1,294.0,315.7,326.8,315.7,298.3,287.0
Fish fillets and mince,Rest of world,"1,915.8","2,115.7","1,590.7","1,221.7","1,265.4","1,299.6","1,308.2","1,249.5","1,238.9","1,180.2","1,080.9","1,242.4","1,026.6",924.4,843.1,817.1,821.0,754.2,759.7,745.9,680.1,696.8,661.3,765.2,812.4
Fish fillets and mince,World,"7,915.3","8,847.5","6,832.9","5,607.2","5,966.1","6,256.9","5,737.9","5,236.8","5,037.7","5,330.0","4,783.3","4,645.1","4,244.8","3,762.0","3,376.1","3,438.3","3,328.9","2,985.8","2,586.7","2,305.9","2,124.7","1,971.0","1,775.4","1,859.0","1,701.9"
"Shellfish, fresh or frozen",Canada,"1,948.4","2,292.6","2,945.3","1,645.7","1,901.7","1,727.4","1,690.2","1,576.6","1,614.9","1,547.1","1,396.6","1,231.8","1,276.9","1,069.4",955.2,"1,083.3","1,087.9",988.3,987.7,"1,059.8","1,055.8",924.0,855.2,823.7,681.4
