Item Name,Country,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999
"Shellfish, fresh or frozen",India,"1,912.7","2,250.1","2,591.3","1,986.9","2,343.8","2,035.1","2,014.6","1,421.2","1,210.6","1,297.4",960.0,584.9,534.5,317.5,166.5,162.1,207.6,273.0,327.8,364.9,415.9,369.1,266.0,251.1,171.4
"Shellfish, fresh or frozen",Ecuador,"1,318.8","1,424.1","1,308.4",744.6,526.4,506.2,564.3,575.0,615.6,882.4,642.3,549.2,523.4,404.3,326.1,336.6,306.1,317.6,264.3,206.3,208.4,194.5,218.9,195.0,409.0
"Shellfish, fresh or frozen",Indonesia,756.7,"1,028.6","1,069.0",998.1,869.3,954.1,964.2,925.5,891.3,"1,121.4",784.1,588.6,607.4,440.1,423.8,562.1,400.8,374.6,349.7,332.6,169.3,143.1,154.8,186.2,161.6
"Shellfish, fresh or frozen",Vietnam,298.6,341.5,477.1,266.3,157.4,276.8,317.1,389.1,406.2,677.0,484.6,355.8,387.5,416.2,333.5,412.0,400.9,349.2,360.2,281.8,476.3,375.0,314.4,193.3,83.2
"Shellfish, fresh or frozen",Argentina,290.1,341.8,273.7,247.5,184.1,170.2,177.2,122.5,106.1,103.0,70.3,44.5,26.8,11.4,21.5,19.3,32.6,27.2,10.0,18.0,28.5,39.1,45.9,23.3,15.8
"Shellfish, fresh or frozen",Mexico,266.2,355.7,332.3,311.0,363.7,346.4,368.6,319.9,353.7,342.8,316.4,295.0,334.1,254.4,350.5,364.4,375.0,344.5,346.0,349.4,318.3,298.5,411.1,444.5,417.2
"Shellfish, fresh or frozen",Japan,168.8,186.1,107.8,43.2,71.4,55.8,81.2,106.2,126.9,148.6,126.8,91.1,67.9,73.6,100.0,98.3,70.9,71.7,70.4,35.7,60.7,39.9,27.7,43.4,53.0
"Shellfish, fresh or frozen",Rest of world,"1,200.3","2,302.3","2,688.7","1,969.0","1,989.7","2,157.3","2,205.1","2,087.9","1,824.1","2,136.8","2,102.7","2,171.6","2,650.2","2,488.1","2,140.7","2,451.3","2,570.3","2,637.0","2,354.8","2,321.3","2,372.5","2,180.0","2,415.6","2,694.8","2,163.9"
"Shellfish, fresh or frozen",World,"8,160.6","10,522.8","11,793.6","8,212.3","8,407.5","8,229.3","8,382.5","7,523.9","7,149.4","8,256.5","6,883.8","5,912.5","6,408.7","5,475.0","4,817.8","5,489.4","5,452.1","5,383.1","5,070.9","4,969.8","5,105.7","4,563.2","4,709.6","4,855.3","4,156.5"
Prepared fish and shellfish,Thailand,892.2,"1,066.8",913.2,"1,106.2",940.2,906.6,946.7,845.4,941.2,"1,055.0","1,120.7","1,220.8","1,432.6","1,252.4","1,105.9","1,080.2",931.2,966.4,822.3,805.5,767.4,766.8,737.7,793.3,728.2
Prepared fish and shellfish,Indonesia,847.5,"1,110.9","1,045.3",804.6,653.2,704.6,627.6,492.9,526.7,522.2,377.9,398.3,365.4,319.9,286.8,336.6,305.1,263.7,226.9,191.0,157.0,164.8,141.6,99.4,96.4
Prepared fish and shellfish,Vietnam,641.4,778.3,757.5,661.8,494.3,533.3,520.0,489.4,463.4,523.1,413.7,281.1,283.6,223.0,160.4,210.2,170.9,189.4,168.0,165.3,163.0,138.6,93.5,58.1,31.9
Prepared fish and shellfish,India,595.6,723.9,534.9,442.8,351.1,286.6,240.2,139.3,126.2,149.0,103.4,64.1,60.1,43.2,45.8,42.0,33.6,31.6,28.1,27.9,25.7,14.4,15.8,14.4,11.4
Prepared fish and shellfish,Canada,503.9,570.4,723.9,404.4,431.0,421.4,478.7,503.9,421.4,396.4,380.7,394.6,349.1,334.3,281.4,341.3,310.9,375.6,393.9,340.2,328.8,324.7,335.5,371.4,322.8
Prepared fish and shellfish,China ,297.2,397.3,392.1,326.4,474.5,934.2,789.1,701.4,740.2,814.1,775.0,739.5,654.1,613.8,519.5,515.9,507.5,544.3,391.5,312.5,271.2,206.0,120.2,67.4,82.1
Prepared fish and shellfish,Ecuador,229.0,260.2,183.6,164.3,165.1,170.2,130.8,111.0,132.6,136.7,136.0,125.6,109.9,93.6,89.3,117.9,103.2,121.3,133.8,135.7,157.4,147.6,92.0,86.0,88.3
Prepared fish and shellfish,Mexico,122.4,115.2,99.8,101.7,69.6,78.0,68.2,51.1,60.5,65.7,50.6,55.0,42.6,31.5,38.1,41.1,44.2,39.3,27.5,29.3,27.0,29.2,30.2,28.4,29.8
Prepared fish and shellfish,Rest of world,"1,351.0","1,503.0","1,362.3","1,154.3","1,133.7","1,064.9",930.4,805.3,864.1,888.9,870.0,878.4,773.1,698.3,707.6,716.5,657.1,640.3,615.2,609.0,503.6,448.7,431.7,398.9,367.6
Prepared fish and shellfish,World,"5,480.2","6,526.0","6,012.6","5,166.5","4,712.7","5,099.8","4,731.7","4,139.7","4,276.3","4,551.1","4,228.0","4,157.4","4,070.5","3,610.0","3,234.8","3,401.7","3,063.7","3,171.9","2,807.2","2,616.4","2,401.1","2,240.8","1,998.2","1,917.3","1,758.5"
fruit and preparations,Mexico,"11,261.8","10,928.1","9,930.1","8,238.3","8,487.6","7,320.0","7,368.1","6,099.7","5,397.4","4,688.1","3,982.7","3,513.1","3,119.4","2,925.7","2,442.4","2,224.0","2,076.8","1,493.1","1,516.1","1,148.1",956.4,866.3,840.1,800.6,972.7
fruit and preparations,Peru,"2,488.9","2,428.8","1,869.9","1,677.8","1,428.5","1,150.4",863.9,668.0,577.1,481.1,285.7,233.7,231.2,142.7,105.3,107.1,76.7,69.1,51.0,36.8,29.0,35.1,21.5,16.1,15.0
fruit and preparations,Chile,"2,052.9","2,253.0","2,188.1","1,950.9","2,016.8","2,243.8","2,050.2","2,281.7","2,005.4","1,890.3","1,859.0","1,519.3","1,606.4","1,586.2","1,494.8","1,493.2","1,325.1","1,346.0","1,138.9","1,005.8",868.4,827.8,687.2,686.8,591.8
fruit and preparations,Guatemala,"1,537.6","1,403.7","1,317.3","1,217.2","1,239.3","1,269.7","1,222.0","1,135.5","1,085.6","1,017.7",943.2,865.9,798.7,598.1,597.2,508.7,454.3,367.0,379.2,352.2,336.2,337.4,291.5,249.9,192.1
fruit and preparations,Costa Rica,"1,342.7","1,229.4","1,193.6","1,111.2","1,087.1","1,131.9","1,170.7","1,119.0",994.1,"1,120.8","1,025.7",975.1,924.7,905.9,738.5,781.0,846.0,811.8,564.3,539.4,579.5,542.2,568.2,545.8,552.4
fruit and preparations,Canada,"1,107.7","1,097.4",865.6,766.3,713.9,714.6,662.7,675.4,712.7,645.8,634.9,644.5,529.7,434.7,438.5,514.8,482.7,416.3,355.2,313.6,271.1,214.1,198.1,174.4,166.1
fruit and preparations,Brazil,"1,012.6",731.1,535.3,386.9,514.6,613.4,460.9,392.6,415.9,486.4,362.4,300.3,394.9,347.0,303.3,397.9,509.0,302.9,256.9,147.1,210.3,127.9,123.0,159.3,224.4
fruit and preparations,Ecuador,733.2,621.0,617.0,581.0,524.2,543.7,461.7,603.9,569.7,524.0,516.9,525.6,559.9,519.1,528.0,384.7,362.0,383.6,320.2,303.0,323.2,327.4,293.3,280.6,350.6
fruit and preparations,China ,596.9,804.3,608.1,691.8,571.2,"1,116.3",932.9,953.4,990.6,"1,023.5","1,198.5","1,258.5","1,138.1",885.8,838.2,"1,194.9",888.0,550.0,470.0,390.5,288.7,183.9,126.1,107.9,87.4
fruit and preparations,Thailand,595.2,711.7,622.5,535.8,522.9,452.1,445.4,497.8,446.0,400.1,410.5,388.1,393.3,363.5,355.1,353.3,297.5,282.3,259.8,252.5,212.2,165.1,145.6,143.3,197.2
fruit and preparations,Rest of world,"4,916.0","4,894.1","3,954.3","3,363.8","3,248.6","3,067.5","2,778.0","2,764.5","2,803.9","2,557.0","2,418.1","2,346.9","2,310.0","1,976.3","1,827.2","1,959.7","1,939.4","1,715.8","1,623.7","1,475.1","1,486.9","1,447.4","1,383.1","1,482.7","1,444.0"
fruit and preparations,World,"27,645.5","27,102.6","23,701.8","20,521.0","20,354.7","19,623.4","18,416.5","17,191.5","15,998.4","14,834.8","13,637.6","12,571.0","12,006.3","10,685.0","9,668.5","9,919.3","9,257.5","7,737.9","6,935.3","5,964.1","5,561.9","5,074.6","4,677.7","4,647.4","4,793.7"
Fresh or chilled fruit,Mexico,"9,621.5","9,221.1","8,524.0","7,097.4","7,229.6","6,108.7","6,195.2","5,117.9","4,454.5","3,904.4","3,258.2","2,861.3","2,493.2","2,386.9","1,991.7","1,727.9","1,651.6","1,159.6","1,216.8",905.9,757.4,666.9,667.4,607.6,768.9
Fresh or chilled fruit,Peru,"2,287.6","2,154.1","1,671.2","1,503.2","1,296.3","1,033.2",772.4,587.8,491.8,402.5,218.4,180.2,187.0,107.7,79.7,81.7,64.5,54.7,41.8,30.1,25.0,31.9,19.6,14.3,13.1
Fresh or chilled fruit,Chile,"1,589.3","1,710.3","1,690.9","1,568.6","1,694.8","1,921.0","1,752.9","1,926.5","1,636.7","1,534.2","1,576.3","1,248.0","1,345.8","1,401.0","1,270.4","1,261.6","1,172.8","1,160.4","1,002.5",879.5,761.7,751.3,611.0,606.1,510.6
Fresh or chilled fruit,Guatemala,"1,430.6","1,295.8","1,229.9","1,157.6","1,188.3","1,223.0","1,175.9","1,091.6","1,041.8",984.4,913.0,847.5,789.3,588.4,588.6,498.3,444.6,357.4,371.6,346.2,330.3,332.1,287.3,245.8,189.0
Fresh or chilled fruit,Costa Rica,"1,141.7","1,017.0",998.2,945.1,939.0,969.7,"1,009.0",942.9,848.3,964.0,879.9,837.9,814.0,793.5,646.1,683.8,718.7,729.2,495.0,472.6,509.2,474.0,504.4,478.5,503.1
Fresh or chilled fruit,Ecuador,558.3,468.5,479.3,469.5,428.0,434.3,375.1,518.5,483.3,439.2,448.6,449.1,502.1,467.1,476.9,341.8,321.8,346.1,289.1,276.8,300.5,308.9,274.2,263.8,330.4
Fresh or chilled fruit,Honduras,388.7,359.4,261.7,348.0,377.4,362.9,353.6,351.6,303.4,281.3,279.3,257.6,238.6,220.0,201.4,193.3,174.0,150.6,161.8,170.3,149.7,153.4,146.0,108.5,50.0
Fresh or chilled fruit,Colombia,376.0,342.0,277.4,228.9,193.0,209.7,189.4,174.2,207.9,222.2,258.5,246.0,209.0,266.7,237.9,209.9,158.8,194.6,197.0,166.4,165.4,186.6,184.9,220.0,224.0
Fresh or chilled fruit,Canada,283.8,287.6,221.9,187.4,203.4,238.2,225.0,225.3,241.1,209.8,204.5,216.4,164.1,143.4,146.2,150.7,137.2,137.6,116.1,113.6,95.2,81.6,75.9,71.5,71.3
Fresh or chilled fruit,South Africa,177.5,177.3,128.6,114.3,69.7,94.8,74.0,67.1,75.1,61.1,70.2,53.0,50.5,63.5,44.0,48.6,56.0,71.5,52.7,49.0,45.6,32.4,30.9,31.1,38.3
Fresh or chilled fruit,Rest of world,"1,132.5","1,125.9","1,033.4",902.9,884.9,965.5,867.6,848.8,862.1,775.8,651.1,625.6,642.0,618.5,579.6,590.0,664.7,517.1,487.8,424.3,434.8,395.4,376.0,412.0,450.6
Fresh or chilled fruit,World,"18,987.5","18,159.0","16,516.5","14,522.9","14,504.4","13,561.0","12,990.1","11,852.2","10,646.0","9,778.9","8,758.0","7,822.6","7,435.6","7,056.7","6,262.5","5,787.6","5,564.7","4,878.8","4,432.2","3,834.7","3,574.8","3,414.5","3,177.6","3,059.2","3,149.3"
Bananas and plantains,Guatemala,"1,082.7","1,038.9",981.4,948.3,972.0,963.2,907.5,805.6,804.3,772.9,731.3,682.3,625.0,463.5,447.9,375.3,309.1,248.1,281.8,271.9,259.9,258.1,234.9,185.5,140.5
Bananas and plantains,Ecuador,449.4,352.5,369.7,381.1,366.5,372.2,323.7,460.4,438.6,399.1,400.6,407.1,466.0,435.3,438.1,313.1,289.3,314.2,262.4,251.2,274.2,291.2,261.8,249.5,320.0
Bananas and plantains,Costa Rica,434.6,359.5,394.7,410.0,391.7,403.8,445.2,386.9,325.9,395.9,379.0,383.1,385.9,339.4,215.4,259.2,295.4,281.6,234.3,243.6,273.8,249.9,312.6,326.4,363.8
Bananas and plantains,Colombia,263.1,224.3,227.1,201.3,172.9,193.7,180.8,167.5,202.4,215.0,255.9,244.4,206.6,264.4,237.4,208.2,156.6,192.5,195.9,165.0,164.4,186.6,184.7,219.8,223.7
Bananas and plantains,Honduras,229.2,240.5,135.6,209.9,216.5,227.2,222.6,233.1,243.0,223.3,221.8,201.0,182.5,175.8,157.1,153.5,137.1,116.6,119.8,128.6,111.5,119.7,109.9,76.1,20.1
Bananas and plantains,Mexico,200.4,219.3,211.8,204.3,215.3,205.0,168.7,128.2,134.1,121.2,121.6,97.6,64.8,62.0,50.8,33.0,14.5,17.8,11.7,11.7,11.6,13.7,18.8,23.9,40.1
Bananas and plantains,Rest of world,66.5,69.0,102.3,71.2,68.1,70.7,57.8,75.4,84.8,66.5,50.9,68.9,54.1,48.6,30.2,30.9,22.6,29.8,28.0,30.3,22.0,24.7,26.0,21.7,66.7
Bananas and plantains,World,"2,725.9","2,504.0","2,422.6","2,426.1","2,403.0","2,435.8","2,306.3","2,257.1","2,233.1","2,193.9","2,161.1","2,084.4","1,984.9","1,789.0","1,576.9","1,373.2","1,224.6","1,200.6","1,133.9","1,102.3","1,117.4","1,143.9","1,148.7","1,102.9","1,174.9"
Frozen fruit,Mexico,328.3,405.7,357.7,286.3,223.6,203.0,197.7,239.6,279.8,197.2,177.9,173.3,141.3,111.7,83.7,98.4,93.4,67.5,55.7,52.1,56.5,40.1,29.4,35.3,46.1
Frozen fruit,Canada,297.8,298.7,237.0,228.5,195.9,154.5,125.0,149.9,181.6,159.9,163.4,163.6,134.2,109.5,106.2,160.3,169.4,137.1,108.9,80.0,69.9,48.9,47.0,42.4,35.8
Frozen fruit,Chile,203.8,280.9,272.7,196.6,163.0,147.1,126.5,175.9,172.0,160.9,134.2,116.5,135.0,83.8,82.9,85.4,62.1,57.3,42.6,34.4,25.3,12.4,8.9,11.7,10.3
Frozen fruit,Peru,96.8,132.8,101.8,87.3,60.0,47.1,33.3,43.7,45.9,39.9,32.3,18.7,19.3,15.4,7.4,13.8,5.4,8.8,5.0,3.1,1.3,0.1,0.1,0.3,0.1
Frozen fruit,Guatemala,70.0,64.0,48.4,26.1,18.6,22.6,21.1,18.3,23.5,20.9,18.8,7.3,2.5,3.4,3.4,4.9,4.2,4.5,3.4,3.1,3.0,2.7,2.3,2.4,1.5
Frozen fruit,Costa Rica,51.5,67.8,71.2,49.9,40.4,38.2,35.0,36.5,43.2,38.9,22.6,17.4,17.9,14.4,10.7,14.6,10.9,11.3,15.1,12.5,11.1,8.3,7.4,5.9,8.2
Frozen fruit,Rest of world,231.9,272.2,268.3,197.4,151.9,148.2,128.3,150.3,147.2,116.2,81.6,128.4,76.3,54.8,53.3,67.2,69.0,70.3,55.1,39.9,35.2,39.3,21.9,23.6,23.5
Frozen fruit,World,"1,280.1","1,522.1","1,357.1","1,072.1",853.4,760.7,666.9,814.2,893.2,733.9,630.8,625.2,526.5,393.0,347.6,444.6,414.4,356.8,285.8,225.1,202.3,151.8,117.0,121.6,125.5
"Dried, prepared or preserved fruit",Mexico,842.7,822.5,657.8,569.0,616.3,563.3,491.3,407.7,361.9,320.4,304.0,288.9,267.9,227.2,194.3,191.5,141.4,141.2,127.2,123.2,98.0,91.1,84.8,82.6,79.4
"Dried, prepared or preserved fruit",China ,472.9,594.9,438.7,470.0,456.1,682.8,572.6,583.1,628.1,585.7,622.4,598.2,554.8,478.0,459.3,492.8,414.6,312.3,263.6,215.0,179.3,123.5,84.6,63.7,59.0
"Dried, prepared or preserved fruit",Canada,408.8,397.9,325.5,285.4,257.6,262.0,246.8,238.8,230.0,214.1,201.3,198.7,171.0,138.2,137.2,143.7,126.9,102.8,88.2,76.8,64.2,53.8,49.7,38.7,34.0
"Dried, prepared or preserved fruit",Thailand,312.2,409.2,372.0,332.3,312.2,330.3,354.4,400.4,368.3,330.4,334.6,313.2,323.3,294.7,282.9,285.4,250.2,233.4,211.2,204.7,163.7,123.8,105.5,107.5,142.9
"Dried, prepared or preserved fruit",South Korea,218.2,195.3,179.4,152.5,119.9,107.4,85.1,73.1,70.9,70.6,68.2,48.4,32.5,22.1,15.4,16.5,14.5,14.1,12.0,8.9,8.4,8.2,6.8,6.6,5.7
"Dried, prepared or preserved fruit",Chile,170.6,179.8,115.4,120.1,99.6,108.2,103.7,103.5,100.4,94.7,84.7,83.3,49.1,46.8,55.7,42.1,28.7,39.0,23.2,17.4,13.5,8.5,7.6,7.0,3.7
"Dried, prepared or preserved fruit",Rest of world,"1,764.6","1,719.3","1,448.2","1,174.8","1,033.4","1,000.1",945.8,919.8,897.6,815.3,787.0,756.9,713.2,622.8,557.6,595.0,566.5,514.5,465.2,426.6,463.1,423.7,384.4,393.4,398.8
"Dried, prepared or preserved fruit",World,"4,190.0","4,318.9","3,537.0","3,104.1","2,895.1","3,054.1","2,799.7","2,726.4","2,657.2","2,431.2","2,402.2","2,287.6","2,111.8","1,829.8","1,702.4","1,767.0","1,542.8","1,357.3","1,190.6","1,072.6",990.2,832.6,723.4,699.5,723.5
Fruit juices,Brazil,839.1,615.6,390.8,274.6,426.0,547.4,398.1,342.5,347.8,428.7,303.3,242.0,320.8,277.8,238.1,302.0,419.5,230.7,208.5,115.3,167.8,87.3,89.9,134.1,202.5
Fruit juices,Mexico,469.3,478.7,390.6,285.5,418.1,445.0,483.8,334.4,301.2,266.1,242.6,189.7,217.1,199.8,172.7,206.2,190.3,124.7,116.5,66.9,44.5,68.2,58.5,75.1,78.2
Fruit juices,Turkey,302.0,323.1,231.5,136.1,131.5,87.7,61.9,60.2,60.7,49.5,33.4,37.6,31.2,22.2,25.1,41.5,50.5,31.3,6.4,7.5,2.9,4.2,9.9,9.6,6.5
Fruit juices,Thailand,206.7,223.0,179.0,147.7,154.2,69.5,39.6,54.8,38.3,31.7,37.9,35.3,39.4,35.4,41.8,36.5,24.3,29.2,27.7,26.2,30.2,26.5,25.5,19.7,39.1
Fruit juices,Philippines,123.5,115.5,39.0,45.0,53.3,25.3,37.3,31.2,52.2,72.1,62.5,67.6,73.5,52.9,58.2,45.6,43.3,52.8,52.8,51.9,57.8,47.3,49.5,39.2,33.7
Fruit juices,Canada,117.3,113.1,81.2,65.0,57.0,59.9,65.9,61.4,59.9,61.8,65.6,65.8,60.4,43.6,48.9,60.2,49.2,38.8,41.9,43.3,41.8,29.8,25.5,21.9,24.9
Fruit juices,Argentina,112.8,143.4,154.6,149.2,156.4,153.9,112.6,145.6,165.7,164.7,229.6,227.3,305.8,118.9,141.5,214.7,179.2,146.8,146.7,106.2,101.1,93.6,110.9,120.4,132.3
Fruit juices,China ,96.5,177.0,142.0,196.5,96.0,390.2,319.0,325.9,321.4,396.0,542.2,634.7,558.8,385.5,356.9,675.4,437.2,206.2,186.7,166.2,101.5,54.9,36.6,39.3,24.6
Fruit juices,Rest of world,920.7,913.2,682.4,522.4,609.2,468.6,441.5,442.7,454.7,420.2,329.5,335.6,325.4,269.3,272.8,337.9,342.1,284.5,239.5,248.1,246.9,264.0,253.4,307.7,253.6
Fruit juices,World,"3,187.9","3,102.6","2,291.1","1,822.0","2,101.7","2,247.5","1,959.7","1,798.7","1,801.9","1,890.8","1,846.6","1,835.6","1,932.4","1,405.4","1,356.0","1,920.0","1,735.6","1,145.0","1,026.7",831.6,794.5,675.8,659.7,767.0,795.4
grains and products,Canada,"8,958.3","8,276.5","6,404.2","5,594.4","5,423.7","5,473.3","4,949.5","4,587.9","4,729.2","4,994.1","5,087.0","4,505.4","4,097.2","3,580.2","3,590.9","4,436.4","3,263.5","2,661.1","2,245.2","2,109.2","1,882.4","1,827.1","1,644.2","1,484.7","1,416.6"
grains and products,Mexico,"3,041.1","2,712.0","2,123.4","1,792.7","1,581.3","1,496.6","1,414.5","1,322.7","1,087.5",959.9,979.3,969.7,911.9,756.2,662.4,627.7,524.8,400.2,331.0,301.0,259.5,218.2,197.1,169.7,161.7
grains and products,Italy,"1,137.1","1,129.9",869.0,818.2,666.8,595.4,523.8,492.7,486.6,462.8,401.0,396.7,361.3,319.1,313.9,333.7,321.5,280.4,267.6,233.3,217.4,197.9,183.7,173.3,180.0
grains and products,Thailand,969.7,992.7,797.6,980.9,902.3,783.4,583.7,564.1,605.0,603.9,617.6,574.7,539.8,515.6,466.6,447.9,295.2,241.7,201.6,206.5,177.2,136.4,140.6,154.4,151.0
grains and products,India,609.2,559.2,431.3,491.1,409.3,389.3,327.9,298.3,290.3,291.2,266.3,232.9,206.4,182.8,168.4,179.5,116.3,83.6,64.9,52.0,50.4,48.6,44.7,47.5,44.7
grains and products,South Korea,445.3,360.9,309.9,284.0,218.5,190.0,165.0,159.1,140.2,133.8,120.1,103.0,96.0,85.8,70.2,71.3,62.2,56.6,68.3,65.6,55.3,51.9,45.3,38.7,36.0
grains and products,Germany,412.4,392.3,321.9,281.0,357.6,335.7,301.5,256.0,252.2,265.7,234.6,218.9,194.0,159.7,156.9,186.0,135.7,111.9,102.9,107.3,91.7,67.9,67.6,65.3,58.7
grains and products,France,389.3,387.2,327.2,264.5,290.3,271.5,227.2,212.7,143.8,130.9,110.1,94.7,101.4,99.0,96.8,129.7,94.3,82.8,79.3,98.5,82.5,70.1,54.5,51.5,56.8
grains and products,Australia,344.3,284.3,157.0,152.0,189.6,194.7,167.8,180.1,167.4,196.2,200.2,134.4,141.0,153.6,114.7,103.0,64.7,39.2,37.1,33.2,35.1,45.2,35.9,40.2,44.6
grains and products,Rest of world,"3,520.3","3,381.8","2,582.4","2,451.8","2,256.4","2,121.7","1,984.2","1,905.0","1,933.8","1,785.4","2,051.2","1,690.5","1,273.2","1,163.7","1,107.2","1,098.1",979.3,903.0,797.7,756.6,712.2,643.1,550.8,487.1,484.9
grains and products,World,"19,827.0","18,476.8","14,323.9","13,110.6","12,295.8","11,851.6","10,645.1","9,978.6","9,836.0","9,823.9","10,067.4","8,920.9","7,922.2","7,015.7","6,748.0","7,613.3","5,857.5","4,860.5","4,195.6","3,963.2","3,563.7","3,306.4","2,964.4","2,712.4","2,635.0"
Bulk grains,Canada,"1,580.0","1,425.7",923.1,906.6,873.2,"1,249.8","1,175.0",945.1,"1,278.9","1,682.8","1,962.2","1,539.2","1,238.9",955.8,"1,152.6","1,880.3",995.7,622.6,391.4,399.7,317.6,470.4,518.7,452.4,488.5
Bulk grains,Thailand,666.1,624.7,501.3,694.2,633.4,540.3,385.0,380.6,422.3,440.3,447.2,427.4,411.5,397.9,364.7,335.1,217.8,183.5,149.8,160.2,132.5,95.0,106.5,121.5,117.4
Bulk grains,India,352.8,302.4,208.3,281.7,229.2,213.5,176.4,158.9,168.4,179.1,167.2,139.9,124.5,109.2,112.9,125.0,75.9,55.5,45.2,37.1,39.1,39.5,37.8,42.4,41.0
Bulk grains,Germany,76.0,34.6,17.8,13.5,35.1,13.9,18.8,5.5,0.3,18.8,10.7,7.4,2.7,0.0,10.6,24.3,0.1,0.1,2.6,4.2,7.3,0.2,0.2,0.1,0.1
Bulk grains,Poland,63.9,0.3,2.8,0.3,0.2,0.2,0.3,0.2,4.3,14.8,2.8,0.4,0.5,0.6,0.3,0.4,0.3,0.3,0.2,0.1,0.2,0.0,0.1,0.2,0.1
Bulk grains,Argentina,62.5,113.3,83.2,72.1,66.1,48.6,55.0,59.1,55.9,35.5,204.8,50.1,8.4,9.2,2.2,2.9,2.5,6.4,0.2,10.0,4.2,1.1,0.4,0.0,0.1
Bulk grains,Brazil,58.2,67.2,49.6,50.9,87.7,44.5,33.4,22.1,47.7,10.9,286.0,249.8,24.0,38.9,19.0,1.8,1.2,0.3,0.3,0.2,0.2,0.1,0.1,0.0,0.0
Bulk grains,Rest of world,365.9,344.2,243.8,331.9,264.6,277.4,317.2,403.9,448.9,437.0,310.8,236.5,131.2,102.3,156.0,143.6,133.5,97.9,72.2,84.1,131.4,130.1,98.9,46.7,84.2
Bulk grains,World,"3,225.4","2,912.4","2,029.9","2,351.2","2,189.5","2,388.2","2,161.1","1,975.4","2,426.7","2,819.2","3,391.7","2,650.7","1,941.7","1,613.9","1,818.3","2,513.4","1,427.0",966.6,661.9,695.6,632.5,736.4,762.7,663.3,731.4
Wheat and products,Canada,"1,143.5","1,093.0",671.7,670.1,632.4,"1,000.0",931.8,653.9,944.9,"1,222.4","1,268.2",960.6,812.1,675.4,821.7,"1,256.0",628.3,424.8,282.9,273.7,222.6,362.5,360.0,299.7,342.9
Wheat and products,Australia,299.4,224.8,139.7,133.6,169.1,173.4,151.3,165.9,152.2,166.4,175.0,123.5,131.2,143.5,103.7,91.9,49.1,26.0,26.9,26.0,29.2,27.7,24.4,37.1,35.4
Wheat and products,Poland,65.4,8.2,9.5,4.4,6.7,9.1,6.4,6.7,4.5,12.4,16.9,16.0,22.2,39.7,44.6,41.2,20.3,14.0,14.1,16.1,11.9,6.5,3.2,7.8,5.8
Wheat and products,Germany,59.9,52.6,51.4,43.5,58.4,55.5,55.6,45.2,48.1,41.1,26.7,19.0,18.8,25.8,26.0,22.8,17.5,8.8,7.4,16.1,7.2,5.2,5.8,2.7,4.0
Wheat and products,Rest of world,245.0,245.8,176.4,175.3,156.3,152.9,149.8,188.4,142.5,137.5,104.0,141.6,124.6,140.7,127.9,167.3,100.0,76.5,61.7,85.5,51.7,44.5,32.2,25.7,20.7
Wheat and products,World,"1,813.2","1,624.4","1,048.7","1,026.9","1,022.9","1,390.9","1,294.9","1,060.1","1,292.2","1,579.8","1,590.8","1,260.7","1,108.9","1,025.1","1,123.9","1,579.2",815.2,550.1,393.0,417.4,322.6,446.4,425.6,373.0,408.8
Rice and products,Thailand,666.0,624.7,501.2,694.2,633.3,540.3,385.0,380.5,422.0,439.9,447.1,427.3,411.4,397.8,364.7,335.0,217.7,187.2,152.9,162.8,135.1,97.6,108.8,123.7,120.2
Rice and products,India,349.8,298.7,204.8,278.9,226.0,210.0,174.1,156.6,163.1,176.0,165.2,138.9,123.7,108.8,112.4,124.6,75.5,55.9,45.4,37.4,39.4,39.7,37.9,42.5,41.1
Rice and products,Pakistan,57.6,37.8,33.9,55.1,37.7,31.1,26.5,26.7,36.7,37.6,33.4,19.2,16.6,21.7,21.1,29.2,15.4,13.1,11.6,12.4,9.6,8.1,7.5,9.3,6.6
Rice and products,China ,44.7,33.0,24.1,24.3,23.2,28.8,9.2,4.5,5.4,4.3,3.6,3.9,5.5,3.6,4.6,24.4,43.9,36.5,0.8,15.4,23.0,0.4,0.5,0.6,9.3
Rice and products,Rest of world,189.5,162.3,112.1,134.1,92.8,92.5,71.2,85.5,93.5,110.3,86.0,69.9,74.1,41.9,85.4,31.7,32.4,33.1,13.2,14.2,10.9,22.4,18.6,8.2,14.4
Rice and products,World,"1,307.6","1,156.5",876.1,"1,186.6","1,013.0",902.7,666.0,653.8,720.7,768.1,735.3,659.2,631.3,573.8,588.2,544.9,384.9,325.8,223.9,242.2,218.0,168.2,173.3,184.3,191.6
Milled grain products,Canada,"1,070.1","1,129.1",812.3,722.9,674.1,662.7,632.9,634.1,651.2,659.0,593.1,563.9,530.6,461.0,496.6,572.3,368.6,290.0,246.0,248.9,236.1,218.9,173.6,152.8,128.6
Milled grain products,Australia,301.5,225.1,139.7,133.8,169.2,173.4,151.3,166.5,153.3,167.8,176.1,123.6,131.3,143.8,105.3,92.3,49.8,26.7,27.8,27.3,29.8,27.9,24.5,37.5,35.7
Milled grain products,Mexico,235.9,195.6,157.9,151.7,118.6,101.0,90.7,82.5,63.8,56.4,54.1,46.5,41.8,39.8,42.2,45.5,31.8,23.2,24.8,28.0,11.5,8.6,8.7,4.9,4.3
